playerLabel,birthDate,countryLabel,height,sexLabel
Lluís Sastre,1986-03-26T00:00:00Z,西班牙,175,男
Sigamary Diarra,1984-01-10T00:00:00Z,法國,174,男
Sigamary Diarra,1984-01-10T00:00:00Z,马里,174,男
阿夫拉姆·米內羅,1986-02-22T00:00:00Z,西班牙,175,男
亞當·平特爾,1988-06-12T00:00:00Z,匈牙利,190,男
马蒂厄·卡尔梅,1980-10-07T00:00:00Z,法國,175,男
格雷戈里·塞爾蒂奇,1989-08-05T00:00:00Z,法國,181,男
朗迪·恩古埃莫,1985-11-28T00:00:00Z,法國,173,男
朗迪·恩古埃莫,1985-11-28T00:00:00Z,喀麦隆,173,男
拉明·薩內,1987-03-22T00:00:00Z,法國,192,男
拉明·薩內,1987-03-22T00:00:00Z,塞内加尔,192,男
巴達,1908-05-11T00:00:00Z,西班牙,,男
Joaquín Reyes Chávez,1978-02-20T00:00:00Z,墨西哥,181,男
Léopold Gernaey,1927-02-25T00:00:00Z,比利時,,男
Joël Kiassumbua,1992-04-06T00:00:00Z,瑞士,190,男
Joël Kiassumbua,1992-04-06T00:00:00Z,刚果民主共和国,190,男
Hilario Cuenú,1975-08-31T00:00:00Z,哥伦比亚,,男
Carlos Rodas,1975-02-04T00:00:00Z,哥伦比亚,,男
José Moré Bonet,1953-01-29T00:00:00Z,西班牙,,男
Dmitri Kukharchuk,1992-07-27T00:00:00Z,俄罗斯,,男
迭戈·马拉多纳,1960-10-30T00:00:00Z,阿根廷,165,男
埃利·维瑟尔,1928-09-30T00:00:00Z,美國,,男
埃利·维瑟尔,1928-09-30T00:00:00Z,以色列,,男
埃利·维瑟尔,1928-09-30T00:00:00Z,羅馬尼亞王國,,男
埃利·维瑟尔,1928-09-30T00:00:00Z,匈牙利王国,,男
Roberto Trashorras,1981-02-28T00:00:00Z,西班牙,177,男
帕特里克·埃伯特,1987-03-17T00:00:00Z,德國,170,男
帕特里克·埃伯特,1987-03-17T00:00:00Z,東德,170,男
热罗姆·罗滕,1978-03-31T00:00:00Z,法國,177,男
伊萬·奧布拉多維奇,1988-07-25T00:00:00Z,塞爾維亞,181,男
马诺洛·希门尼斯,1964-01-26T00:00:00Z,西班牙,178,男
查維亞·柏利迪斯,1982-07-05T00:00:00Z,西班牙,175,男
阿爾貝托·布埃諾,1988-03-20T00:00:00Z,西班牙,178,男
埃姆雷·詹,1994-01-12T00:00:00Z,土耳其,184,男
埃姆雷·詹,1994-01-12T00:00:00Z,德國,184,男
托伊菲洛·毛利达,1979-06-08T00:00:00Z,法國,184,男
阿兰达,1980-07-27T00:00:00Z,西班牙,184,男
毛里齐奥·兰扎罗,1982-03-14T00:00:00Z,意大利,183,男
毛里齐奥·兰扎罗,1983-03-14T00:00:00Z,意大利,183,男
Javier Álamo Cruz,1988-08-18T00:00:00Z,西班牙,190,男
Stefan Babović,1987-01-07T00:00:00Z,塞爾維亞,178,男
Stefan Babović,1987-01-07T00:00:00Z,塞尔维亚与蒙特内哥罗,178,男
阿尔瓦罗·冈萨雷斯·索韦龙,1990-01-08T00:00:00Z,西班牙,183,男
尤利安·萨布勒,1980-09-11T00:00:00Z,法國,181,男
格倫·盧文斯,1983-09-22T00:00:00Z,荷兰王国,188,男
Oumar Sissoko,1987-09-13T00:00:00Z,法國,187,男
Oumar Sissoko,1987-09-13T00:00:00Z,马里,187,男
Roman Kosyanchuk,1993-10-24T00:00:00Z,俄罗斯,,男
施蒙尼·巴斯奧治,1977-01-22T00:00:00Z,圣马力诺,189,男
巴爾塔,1983-03-23T00:00:00Z,土耳其,184,男
馬些路·比爾沙,1955-07-21T00:00:00Z,阿根廷,184,男
列圖·薛基拿,1986-01-16T00:00:00Z,瑞士,183,男
Florian Marange,1986-03-03T00:00:00Z,法國,181,男
尼古拉斯·馬萊斯貝萊,1985-04-19T00:00:00Z,法國,180,男
Vladimir Kozhevnikov,1992-01-09T00:00:00Z,俄罗斯,,男
Yegor Kostryukhin,1992-09-22T00:00:00Z,俄罗斯,,男
谢赫·迪亚巴特,1988-04-25T00:00:00Z,马里,194,男
Abdou Traoré,1988-01-17T00:00:00Z,马里,179,男
帕保路加西亞,1983-09-19T00:00:00Z,法國,181,男
帕保路加西亞,1983-09-19T00:00:00Z,巴西,181,男
Kévin Olimpa,1988-03-10T00:00:00Z,法國,186,男
馬里安奴,1986-06-23T00:00:00Z,巴西,177,男
约昂·古夫兰,1986-05-25T00:00:00Z,法國,176,男
希達·希古臣,1977-08-22T00:00:00Z,冰島,178,男
弗雷德里克·永贝里,1977-04-16T00:00:00Z,瑞典,175,男
丹尼·格拉咸,1985-08-12T00:00:00Z,英国,185,男
阿德里安·馬里亞柏,1986-10-03T00:00:00Z,英国,180,男
汤姆·克莱维利,1989-08-12T00:00:00Z,英国,175,男
托米·史密斯,1980-05-22T00:00:00Z,英国,173,男
本·福斯特,1983-04-03T00:00:00Z,英国,193,男
马龙·金,1980-04-26T00:00:00Z,英国,185,男
加文·马洪,1977-01-02T00:00:00Z,英国,,男
馬庫斯·蓋爾,1970-09-27T00:00:00Z,英国,,男
馬庫斯·蓋爾,1970-09-27T00:00:00Z,牙買加,,男
Alec Chamberlain,1964-06-20T00:00:00Z,英国,,男
大卫·詹姆斯,1970-08-01T00:00:00Z,英国,193,男
肖恩·戴彻,1971-06-28T00:00:00Z,英国,183,男
雷·利文頓,1956-09-07T00:00:00Z,英国,,男
肯尼·杰基特,1962-01-05T00:00:00Z,英国,180,男
阿什利·扬,1985-07-09T00:00:00Z,英国,175,男
马尔文·索德尔,1991-02-17T00:00:00Z,英国,177,男
Lloyd Doyley,1982-12-01T00:00:00Z,英国,178,男
Lloyd Doyley,1982-12-01T00:00:00Z,牙買加,178,男
安迪·保夫萊特,1971-02-08T00:00:00Z,英国,178,男
斯科特·洛克,1988-05-27T00:00:00Z,英国,191,男
奈伦·诺斯沃西,1980-10-11T00:00:00Z,英国,183,男
奈伦·诺斯沃西,1980-10-11T00:00:00Z,牙買加,183,男
若安·马夏尔,1991-05-30T00:00:00Z,法國,184,男
伊斯梅爾·特勞雷,1986-08-18T00:00:00Z,法國,185,男
伊斯梅爾·特勞雷,1986-08-18T00:00:00Z,马里,185,男
伊斯梅爾·特勞雷,1986-08-18T00:00:00Z,科特迪瓦,185,男
萨莉·沃尔顿,1981-06-10T00:00:00Z,英国,,女
武卡什·法比安斯基,1985-04-18T00:00:00Z,波蘭,190,男
基蘭·基比斯,1989-09-26T00:00:00Z,英国,178,男
蒂特,1961-05-25T00:00:00Z,巴西,184,男
阿爾弗雷·芬博加森,1989-02-01T00:00:00Z,冰島,184,男
埃米利奥·布特拉格尼奥,1963-07-22T00:00:00Z,西班牙,168,男
安德烈·舍甫琴科,1976-09-29T00:00:00Z,烏克蘭,183,男
弗兰克·兰帕德,1978-06-20T00:00:00Z,英国,184,男
肯尼·米勒,1979-12-23T00:00:00Z,英国,175,男
马鲁万·沙马赫,1984-01-10T00:00:00Z,法國,188,男
马鲁万·沙马赫,1984-01-10T00:00:00Z,摩洛哥,188,男
阿米特哈辛,1975-05-02T00:00:00Z,埃及,175,男
大卫·吉诺拉,1967-01-25T00:00:00Z,法國,186,男
費爾南多·托雷斯,1984-03-20T00:00:00Z,西班牙,186,男
馬爾切洛·里皮,1948-04-12T00:00:00Z,意大利,182,男
Adam Kensy,1956-11-18T00:00:00Z,波蘭,,男
佩里·布劳蒂加姆,1963-03-28T00:00:00Z,德國,189,男
佩里·布劳蒂加姆,1963-03-28T00:00:00Z,東德,189,男
Fede Vico,1994-07-04T00:00:00Z,西班牙,180,男
Pitso Mosimane,1964-07-26T00:00:00Z,南非,,男
Michél Mazingu-Dinzey,1972-10-15T00:00:00Z,德國,180,男
Michél Mazingu-Dinzey,1972-10-15T00:00:00Z,刚果民主共和国,180,男
加布里埃尔·阿格邦拉霍,1986-10-13T00:00:00Z,英国,180,男
Roman Parfinovich,1994-03-14T00:00:00Z,俄罗斯,,男
Kama Massampu,1991-12-26T00:00:00Z,法國,175,男
Marco da Silva,1992-04-10T00:00:00Z,葡萄牙,182,男
Marco da Silva,1992-04-10T00:00:00Z,法國,182,男
米拉莱姆·苏莱曼尼,1988-12-05T00:00:00Z,塞爾維亞,178,男
加拉·登贝莱,1986-02-21T00:00:00Z,法國,183,男
加拉·登贝莱,1986-02-21T00:00:00Z,马里,183,男
马克斯·克鲁泽,1988-03-19T00:00:00Z,德國,181,男
安東·普季洛,1987-06-23T00:00:00Z,白俄羅斯,180,男
克里斯多夫·加爾蒂,1966-08-23T00:00:00Z,法國,176,男
魯卡斯·安達臣,1994-09-13T00:00:00Z,丹麥王國,185,男
保罗·博格巴,1993-03-15T00:00:00Z,法國,191,男
Lothar Buchmann,1936-08-15T00:00:00Z,德國,,男
Eberhard Trautner,1967-02-07T00:00:00Z,德國,,男
Igor Stamenovski,1980-06-16T00:00:00Z,北马其顿,,男
喬納坦·門薩,1990-07-13T00:00:00Z,迦納,188,男
蒙干古,1989-06-22T00:00:00Z,刚果民主共和国,189,男
Yannick Sagbo,1988-04-12T00:00:00Z,法國,178,男
Yannick Sagbo,1988-04-12T00:00:00Z,科特迪瓦,178,男
拜斯·迪捷迪捷,1990-12-23T00:00:00Z,科特迪瓦,170,男
塞德里克·康邦,1986-09-20T00:00:00Z,法國,184,男
约瑟夫·阿德纳尼,1985-07-16T00:00:00Z,法國,178,男
尤尔根·格拉博夫斯基,1944-07-07T00:00:00Z,德國,175,男
莱纳·邦霍夫,1952-03-29T00:00:00Z,德國,180,男
皮埃尔-埃默里克·奥巴梅扬,1989-06-18T00:00:00Z,西班牙,187,男
皮埃尔-埃默里克·奥巴梅扬,1989-06-18T00:00:00Z,法國,187,男
皮埃尔-埃默里克·奥巴梅扬,1989-06-18T00:00:00Z,加蓬,187,男
亚历克斯·查普曼·弗格森,1941-12-31T00:00:00Z,英国,180,男
靴美利達,1924-11-27T00:00:00Z,西班牙,,男
马克·普拉努斯,1982-03-07T00:00:00Z,法國,180,男
大卫·贝里昂,1982-11-27T00:00:00Z,法國,181,男
特雷穆利納,1985-12-28T00:00:00Z,法國,172,男
安德列·比約戈·波科,1993-01-01T00:00:00Z,加蓬,173,男
安德列·比約戈·波科,1993-03-07T00:00:00Z,加蓬,173,男
弗兰西斯·吉约,1960-02-09T00:00:00Z,法國,182,男
法赫德·本·哈勒法拉,1982-10-09T00:00:00Z,法國,174,男
法赫德·本·哈勒法拉,1982-10-09T00:00:00Z,突尼西亞,174,男
荷西·路易斯·帕尼素,1922-02-06T00:00:00Z,西班牙,,男
大衛·阿拉巴,1992-06-24T00:00:00Z,奧地利,180,男
克莱奥,1985-08-09T00:00:00Z,巴西,185,男
Carlos Henrique dos Santos Souza,1983-05-02T00:00:00Z,巴西,188,男
Abdoulaye Keita,1990-08-16T00:00:00Z,法國,,男
Abdoulaye Keita,1990-08-16T00:00:00Z,马里,,男
艾斯比·祖格,1992-03-03T00:00:00Z,斯洛文尼亞,191,男
亨利·赛韦,1990-10-26T00:00:00Z,法國,174,男
亨利·赛韦,1990-10-26T00:00:00Z,塞内加尔,174,男
Sebastián Morquio,1976-01-22T00:00:00Z,烏拉圭,192,男
Alyaksandar Lukhvich,1970-02-21T00:00:00Z,白俄羅斯,,男
Alyaksandar Lukhvich,1970-02-21T00:00:00Z,蘇聯,,男
Pedro Ochoa,1900-02-22T00:00:00Z,阿根廷,,男
Pedro Ochoa,1908-02-22T00:00:00Z,阿根廷,,男
Serghei Gheorghiev,1991-10-20T00:00:00Z,摩爾多瓦,176,男
簡·洛維,1930-07-03T00:00:00Z,荷兰王国,,男
Juan Martín Parodi,1974-09-22T00:00:00Z,烏拉圭,171,男
赫克托·卡斯特羅,1904-11-29T00:00:00Z,烏拉圭,,男
Samuel Wilson,1983-04-04T00:00:00Z,尼加拉瓜,,男
Laureano Ruiz,1937-10-21T00:00:00Z,西班牙,,男
安東尼奧·坎德雷瓦,1987-02-28T00:00:00Z,意大利,180,男
Mick Bates,1947-09-19T00:00:00Z,英国,,男
米斯,1927-01-26T00:00:00Z,比利時,176,男
辛迪拉拿,1952-08-23T00:00:00Z,西班牙,175,男
Tryggve Gran,1888-01-20T00:00:00Z,挪威,,男
Larry Yáñez,1981-04-28T00:00:00Z,秘鲁,,男
韩德熙,1987-02-20T00:00:00Z,大韩民国,,男
Allan Borgvardt,1980-06-05T00:00:00Z,丹麥王國,180,男
Stanislav Prins,1988-06-06T00:00:00Z,愛沙尼亞,187,男
罗曼·埃利,1985-03-06T00:00:00Z,法國,,男
奧斯瓦爾多·賽斯,1923-08-13T00:00:00Z,智利,,男
米高·列斯加,1973-05-03T00:00:00Z,荷兰王国,177,男
阿尔贝·加缪,1913-11-07T00:00:00Z,法國,,男
Mika Aaltonen,1965-11-16T00:00:00Z,芬蘭,180,男
尤索夫,1984-11-04T00:00:00Z,奈及利亞,182,男
亞歷山德羅·馬特里,1984-08-19T00:00:00Z,意大利,183,男
马特里亚,1982-12-04T00:00:00Z,德國,,男
Néstor Camacho,1987-10-15T00:00:00Z,巴拉圭,175,男
肖恩·馬洛尼,1983-01-24T00:00:00Z,英国,171,男
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,1988-05-12T00:00:00Z,西班牙,174,男
马塞洛·维埃拉·达席尔瓦·儒尼奥尔,1988-05-12T00:00:00Z,巴西,174,男
帕高·甘保斯,1916-03-08T00:00:00Z,西班牙,,男
Ēriks Pētersons,1909-01-01T00:00:00Z,拉脫維亞,180,男
Ēriks Pētersons,1909-10-07T00:00:00Z,拉脫維亞,180,男
Alberts Šeibelis,1906-12-26T00:00:00Z,拉脫維亞,180,男
Alberts Šeibelis,1906-12-27T00:00:00Z,拉脫維亞,180,男
帕哈斯,1976-08-05T00:00:00Z,拉脫維亞,174,男
Arnaud Anastassowa,1988-01-23T00:00:00Z,法國,,男
